From File,To File
basic-array.cpp,basic-data-type.cpp
basic-array.cpp,basic-data-type.hpp
basic-array.cpp,buffer.hpp
basic-array.cpp,composite-array.h
basic-array.cpp,decimal128.hpp
basic-array.cpp,error.hpp
basic-array.cpp,type.hpp
basic-array.h,basic-data-type.h
basic-array.h,buffer.h
basic-array.h,gobject-type.h
basic-array.hpp,basic-array.h
basic-array.hpp,api.h
basic-data-type.cpp,basic-data-type.h
basic-data-type.cpp,composite-data-type.h
basic-data-type.cpp,data-type.hpp
basic-data-type.cpp,error.h
basic-data-type.cpp,error.hpp
basic-data-type.cpp,field.hpp
basic-data-type.cpp,type.hpp
basic-data-type.h,decimal128.h
basic-data-type.h,gobject-type.h
basic-data-type.h,type.h
basic-data-type.hpp,basic-data-type.h
basic-data-type.hpp,api.h
buffer.cpp,buffer.h
buffer.cpp,buffer.hpp
buffer.cpp,error.h
buffer.cpp,error.hpp
buffer.h,gobject-type.h
buffer.hpp,buffer.h
buffer.hpp,api.h
chunked-array.cpp,array.hpp
chunked-array.cpp,basic-array.cpp
chunked-array.cpp,basic-data-type.cpp
chunked-array.cpp,chunked-array.h
chunked-array.cpp,chunked-array.hpp
chunked-array.cpp,data-type.hpp
chunked-array.cpp,error.hpp
chunked-array.cpp,type.hpp
chunked-array.h,array.h
chunked-array.h,gobject-type.h
chunked-array.hpp,chunked-array.h
chunked-array.hpp,api.h
codec.cpp,codec.h
codec.cpp,codec.hpp
codec.cpp,error.hpp
codec.cpp,compression.h
codec.h,gobject-type.h
codec.hpp,codec.h
codec.hpp,compression.h
composite-array.cpp,array.hpp
composite-array.cpp,basic-array.h
composite-array.cpp,buffer.hpp
composite-array.cpp,composite-array.h
composite-array.cpp,compute.hpp
composite-array.cpp,data-type.hpp
composite-array.cpp,error.hpp
composite-array.cpp,type.hpp
composite-array.h,basic-array.h
composite-array.h,data-type.h
composite-array.h,gobject-type.h
composite-data-type.cpp,basic-array.hpp
composite-data-type.cpp,basic-data-type.cpp
composite-data-type.cpp,basic-data-type.h
composite-data-type.cpp,composite-data-type.h
composite-data-type.cpp,data-type.hpp
composite-data-type.cpp,error.hpp
composite-data-type.cpp,field.cpp
composite-data-type.cpp,field.hpp
composite-data-type.cpp,type.hpp
composite-data-type.h,basic-array.h
composite-data-type.h,basic-data-type.h
composite-data-type.h,field.h
composite-data-type.h,gobject-type.h
compute.cpp,array.hpp
compute.cpp,basic-array.cpp
compute.cpp,basic-data-type.cpp
compute.cpp,chunked-array.cpp
compute.cpp,chunked-array.hpp
compute.cpp,compute.h
compute.cpp,compute.hpp
compute.cpp,data-type.hpp
compute.cpp,error.hpp
compute.cpp,record-batch.hpp
compute.cpp,table.cpp
compute.cpp,table.hpp
compute.cpp,types.h
compute.h,array.h
compute.h,chunked-array.h
compute.h,gobject-type.h
compute.h,record-batch.h
compute.h,table.h
compute.hpp,compute.h
compute.hpp,api.h
data-type.h,basic-data-type.h
data-type.h,composite-data-type.h
data-type.hpp,basic-data-type.hpp
data-type.hpp,composite-data-type.h
decimal128.cpp,decimal128.h
decimal128.cpp,decimal128.hpp
decimal128.cpp,error.hpp
decimal128.cpp,decimal.h
decimal128.h,gobject-type.h
decimal128.hpp,decimal128.h
decimal128.hpp,decimal.h
error.cpp,error.h
error.cpp,error.hpp
error.cpp,status.cc
error.cpp,status.h
error.hpp,error.h
error.hpp,api.h
field.cpp,basic-data-type.cpp
field.cpp,basic-data-type.h
field.cpp,data-type.hpp
field.cpp,field.h
field.cpp,field.hpp
field.h,basic-data-type.h
field.h,gobject-type.h
field.hpp,field.h
field.hpp,api.h
file-mode.cpp,file-mode.hpp
file-mode.hpp,file-mode.h
file-mode.hpp,interfaces.h
file-system.cpp,error.hpp
file-system.cpp,file-system.h
file-system.cpp,file-system.hpp
file-system.cpp,input-stream.hpp
file-system.cpp,output-stream.hpp
file-system.cpp,filesystem.h
file-system.cpp,types.h
file-system.h,gobject-type.h
file-system.h,input-stream.h
file-system.h,output-stream.h
file-system.hpp,file-system.h
file-system.hpp,api.h
file-system.hpp,filesystem.h
file.cpp,error.hpp
file.cpp,file-mode.cpp
file.cpp,file-mode.hpp
file.cpp,file.hpp
file.cpp,api.h
file.h,file-mode.h
file.h,gobject-type.h
file.hpp,file.h
file.hpp,interfaces.h
input-stream.cpp,buffer.h
input-stream.cpp,buffer.hpp
input-stream.cpp,codec.cpp
input-stream.cpp,codec.h
input-stream.cpp,codec.hpp
input-stream.cpp,error.hpp
input-stream.cpp,file.h
input-stream.cpp,file.hpp
input-stream.cpp,input-stream.h
input-stream.cpp,input-stream.hpp
input-stream.cpp,ipc-options.hpp
input-stream.cpp,readable.h
input-stream.cpp,readable.hpp
input-stream.cpp,record-batch.hpp
input-stream.cpp,schema.hpp
input-stream.cpp,tensor.cpp
input-stream.cpp,tensor.hpp
input-stream.cpp,types.h
input-stream.cpp,interfaces.h
input-stream.cpp,memory.h
input-stream.cpp,options.cc
input-stream.cpp,reader.h
input-stream.cpp,result.h
input-stream.cpp,status.h
input-stream.cpp,string_view.h
input-stream.h,buffer.h
input-stream.h,codec.h
input-stream.h,gobject-type.h
input-stream.h,ipc-options.h
input-stream.h,record-batch.h
input-stream.h,tensor.h
input-stream.hpp,input-stream.h
input-stream.hpp,compressed.h
input-stream.hpp,file.h
input-stream.hpp,interfaces.h
input-stream.hpp,memory.h
ipc-options.cpp,ipc-options.h
ipc-options.cpp,ipc-options.hpp
ipc-options.cpp,dictionary.cc
ipc-options.cpp,dictionary.h
ipc-options.cpp,options.cc
ipc-options.cpp,options.h
ipc-options.h,gobject-type.h
ipc-options.hpp,ipc-options.h
ipc-options.hpp,api.h
ipc-options.hpp,dictionary.h
ipc-options.hpp,options.h
local-file-system.cpp,file-system.h
local-file-system.cpp,file-system.hpp
local-file-system.cpp,local-file-system.h
local-file-system.cpp,local-file-system.hpp
local-file-system.cpp,localfs.h
local-file-system.h,file-system.h
local-file-system.h,gobject-type.h
local-file-system.hpp,local-file-system.h
local-file-system.hpp,api.h
local-file-system.hpp,localfs.h
metadata-version.cpp,metadata-version.hpp
metadata-version.cpp,message.h
metadata-version.hpp,metadata-version.h
metadata-version.hpp,api.h
metadata-version.hpp,message.h
orc-file-reader.cpp,error.hpp
orc-file-reader.cpp,input-stream.h
orc-file-reader.cpp,input-stream.hpp
orc-file-reader.cpp,orc-file-reader.h
orc-file-reader.cpp,orc-file-reader.hpp
orc-file-reader.cpp,record-batch.hpp
orc-file-reader.cpp,schema.hpp
orc-file-reader.cpp,table.cpp
orc-file-reader.cpp,table.hpp
orc-file-reader.cpp,adapter.h
orc-file-reader.h,gobject-type.h
orc-file-reader.h,reader.h
orc-file-reader.hpp,orc-file-reader.h
orc-file-reader.hpp,reader.hpp
orc-file-reader.hpp,adapter.h
output-stream.cpp,buffer.hpp
output-stream.cpp,codec.cpp
output-stream.cpp,codec.h
output-stream.cpp,codec.hpp
output-stream.cpp,error.hpp
output-stream.cpp,file.h
output-stream.cpp,file.hpp
output-stream.cpp,ipc-options.hpp
output-stream.cpp,output-stream.h
output-stream.cpp,output-stream.hpp
output-stream.cpp,record-batch.hpp
output-stream.cpp,tensor.cpp
output-stream.cpp,tensor.hpp
output-stream.cpp,writable.h
output-stream.cpp,writable.hpp
output-stream.cpp,types.h
output-stream.cpp,memory.h
output-stream.cpp,options.cc
output-stream.cpp,writer.cc
output-stream.cpp,writer.h
output-stream.cpp,status.h
output-stream.h,buffer.h
output-stream.h,codec.h
output-stream.h,gobject-type.h
output-stream.h,ipc-options.h
output-stream.h,record-batch.h
output-stream.h,tensor.h
output-stream.hpp,output-stream.h
output-stream.hpp,compressed.h
output-stream.hpp,file.h
output-stream.hpp,memory.h
readable.cpp,buffer.hpp
readable.cpp,error.hpp
readable.cpp,readable.hpp
readable.cpp,api.h
readable.h,buffer.h
readable.h,gobject-type.h
readable.hpp,readable.h
readable.hpp,interfaces.h
reader.cpp,array.hpp
reader.cpp,basic-data-type.cpp
reader.cpp,chunked-array.hpp
reader.cpp,data-type.hpp
reader.cpp,error.hpp
reader.cpp,input-stream.hpp
reader.cpp,internal-index.hpp
reader.cpp,metadata-version.cpp
reader.cpp,metadata-version.hpp
reader.cpp,reader.h
reader.cpp,reader.hpp
reader.cpp,record-batch.hpp
reader.cpp,schema.h
reader.cpp,schema.hpp
reader.cpp,table.cpp
reader.cpp,table.hpp
reader.cpp,options.cc
reader.cpp,options.h
reader.cpp,reader.h
reader.cpp,options.cc
reader.cpp,options.h
reader.cpp,status.h
reader.h,gobject-type.h
reader.h,input-stream.h
reader.h,metadata-version.h
reader.h,record-batch.h
reader.h,schema.h
reader.h,table.h
reader.hpp,reader.h
reader.hpp,api.h
reader.hpp,api.h
reader.hpp,api.h
reader.hpp,feather.h
reader.hpp,api.h
record-batch.cpp,array.hpp
record-batch.cpp,buffer.hpp
record-batch.cpp,error.hpp
record-batch.cpp,field.hpp
record-batch.cpp,internal-index.hpp
record-batch.cpp,ipc-options.hpp
record-batch.cpp,record-batch.h
record-batch.cpp,record-batch.hpp
record-batch.cpp,schema.hpp
record-batch.cpp,iterator.h
record-batch.h,array.h
record-batch.h,gobject-type.h
record-batch.h,ipc-options.h
record-batch.h,schema.h
record-batch.hpp,record-batch.h
record-batch.hpp,api.h
schema.cpp,basic-data-type.hpp
schema.cpp,error.hpp
schema.cpp,field.cpp
schema.cpp,field.hpp
schema.cpp,schema.h
schema.cpp,schema.hpp
schema.h,field.h
schema.h,gobject-type.h
schema.hpp,schema.h
schema.hpp,api.h
table-builder.cpp,array-builder.hpp
table-builder.cpp,error.hpp
table-builder.cpp,record-batch.hpp
table-builder.cpp,schema.hpp
table-builder.cpp,table-builder.h
table-builder.cpp,table-builder.hpp
table-builder.h,array-builder.h
table-builder.h,gobject-type.h
table-builder.h,record-batch.h
table-builder.h,schema.h
table-builder.hpp,table-builder.h
table-builder.hpp,api.h
table.cpp,array.hpp
table.cpp,basic-array.cpp
table.cpp,chunked-array.cpp
table.cpp,chunked-array.hpp
table.cpp,error.h
table.cpp,error.hpp
table.cpp,field.cpp
table.cpp,field.hpp
table.cpp,internal-index.hpp
table.cpp,output-stream.hpp
table.cpp,record-batch.hpp
table.cpp,schema.hpp
table.cpp,table.h
table.cpp,table.hpp
table.cpp,feather.h
table.cpp,status.h
table.h,chunked-array.h
table.h,gobject-type.h
table.h,output-stream.h
table.h,record-batch.h
table.h,schema.h
table.hpp,table.h
table.hpp,api.h
table.hpp,api.h
table.hpp,feather.h
tensor.cpp,basic-data-type.cpp
tensor.cpp,buffer.h
tensor.cpp,buffer.hpp
tensor.cpp,data-type.hpp
tensor.cpp,tensor.h
tensor.cpp,tensor.hpp
tensor.cpp,type.hpp
tensor.h,buffer.h
tensor.h,data-type.h
tensor.h,gobject-type.h
tensor.hpp,tensor.h
tensor.hpp,api.h
type.cpp,type.hpp
type.hpp,type.h
type.hpp,api.h
writable-file.cpp,error.hpp
writable-file.cpp,writable-file.hpp
writable-file.cpp,api.h
writable-file.h,gobject-type.h
writable-file.hpp,writable-file.h
writable-file.hpp,interfaces.h
writable.cpp,error.hpp
writable.cpp,writable.hpp
writable.cpp,api.h
writable.h,gobject-type.h
writable.hpp,writable.h
writable.hpp,interfaces.h
writer.cpp,array.hpp
writer.cpp,error.hpp
writer.cpp,output-stream.hpp
writer.cpp,record-batch.hpp
writer.cpp,schema.hpp
writer.cpp,table.cpp
writer.cpp,table.hpp
writer.cpp,writer.h
writer.cpp,writer.hpp
writer.cpp,writer.h
writer.h,array.h
writer.h,output-stream.h
writer.h,record-batch.h
writer.h,schema.h
writer.hpp,writer.h
writer.hpp,api.h
writer.hpp,api.h
writer.hpp,feather.h
build.c,arrow-glib.h
read-batch.c,arrow-glib.h
read-stream.c,arrow-glib.h
expression.cpp,field.cpp
expression.cpp,field.h
expression.cpp,field.hpp
expression.cpp,expression.h
expression.cpp,expression.hpp
expression.cpp,node.cpp
expression.cpp,node.h
expression.cpp,node.hpp
expression.cpp,expression.h
expression.cpp,tree_expr_builder.cc
expression.h,arrow-glib.h
expression.h,gobject-type.h
expression.h,node.h
expression.hpp,expression.h
expression.hpp,expression.h
expression.hpp,tree_expr_builder.h
function-registry.cpp,function-registry.h
function-registry.cpp,function-signature.cpp
function-registry.cpp,function-signature.hpp
function-registry.cpp,native-function.cpp
function-registry.cpp,native-function.h
function-registry.cpp,native-function.hpp
function-registry.cpp,function_registry.cc
function-registry.cpp,function_registry.h
function-registry.h,gobject-type.h
function-registry.h,native-function.h
function-signature.cpp,basic-data-type.cpp
function-signature.cpp,basic-data-type.hpp
function-signature.cpp,function-signature.h
function-signature.cpp,function-signature.hpp
function-signature.cpp,function_signature.cc
function-signature.cpp,function_signature.h
function-signature.h,arrow-glib.h
function-signature.h,gobject-type.h
function-signature.hpp,function-signature.h
function-signature.hpp,function_signature.h
gandiva-glib.h,expression.h
gandiva-glib.h,function-registry.h
gandiva-glib.h,function-signature.h
gandiva-glib.h,native-function.h
gandiva-glib.h,node.h
gandiva-glib.h,projector.h
gandiva-glib.hpp,expression.hpp
gandiva-glib.hpp,gandiva-glib.h
gandiva-glib.hpp,node.hpp
gandiva-glib.hpp,projector.hpp
native-function.cpp,function-signature.cpp
native-function.cpp,function-signature.hpp
native-function.cpp,native-function.h
native-function.cpp,native-function.hpp
native-function.cpp,native_function.h
native-function.h,gobject-type.h
native-function.h,function-signature.h
native-function.hpp,native-function.h
native-function.hpp,native_function.h
node.cpp,basic-data-type.cpp
node.cpp,basic-data-type.h
node.cpp,data-type.hpp
node.cpp,error.h
node.cpp,error.hpp
node.cpp,field.cpp
node.cpp,field.h
node.cpp,field.hpp
node.cpp,node.h
node.cpp,node.hpp
node.cpp,node.h
node.cpp,tree_expr_builder.cc
node.h,arrow-glib.h
node.h,gobject-type.h
node.hpp,node.h
node.hpp,node.h
node.hpp,tree_expr_builder.h
projector.cpp,basic-array.cpp
projector.cpp,basic-array.hpp
projector.cpp,error.hpp
projector.cpp,record-batch.hpp
projector.cpp,schema.hpp
projector.cpp,expression.cpp
projector.cpp,expression.hpp
projector.cpp,projector.h
projector.cpp,projector.hpp
projector.cpp,projector.h
projector.h,arrow-glib.h
projector.h,gobject-type.h
projector.hpp,projector.h
projector.hpp,projector.h
arrow-file-reader.cpp,arrow-glib.hpp
arrow-file-reader.cpp,chunked-array.cpp
arrow-file-reader.cpp,internal-index.hpp
arrow-file-reader.cpp,table.cpp
arrow-file-reader.cpp,arrow-file-reader.h
arrow-file-reader.cpp,arrow-file-reader.hpp
arrow-file-reader.cpp,status.h
arrow-file-reader.cpp,reader.h
arrow-file-reader.cpp,file_reader.h
arrow-file-reader.h,arrow-glib.h
arrow-file-reader.h,gobject-type.h
arrow-file-reader.hpp,arrow-file-reader.h
arrow-file-reader.hpp,reader.h
arrow-file-writer.cpp,arrow-glib.hpp
arrow-file-writer.cpp,codec.cpp
arrow-file-writer.cpp,table.cpp
arrow-file-writer.cpp,arrow-file-writer.h
arrow-file-writer.cpp,arrow-file-writer.hpp
arrow-file-writer.cpp,status.h
arrow-file-writer.cpp,writer.h
arrow-file-writer.cpp,column_writer.cc
arrow-file-writer.cpp,properties.h
arrow-file-writer.cpp,schema.cc
arrow-file-writer.h,arrow-glib.h
arrow-file-writer.h,gobject-type.h
arrow-file-writer.hpp,arrow-file-writer.h
arrow-file-writer.hpp,writer.h
parquet-glib.h,arrow-file-reader.h
parquet-glib.h,arrow-file-writer.h
parquet-glib.hpp,arrow-file-reader.hpp
parquet-glib.hpp,arrow-file-writer.hpp
parquet-glib.hpp,parquet-glib.h
client.cpp,buffer.hpp
client.cpp,error.h
client.cpp,error.hpp
client.cpp,client.h
client.cpp,client.hpp
client.cpp,object.cpp
client.cpp,object.h
client.cpp,object.hpp
client.cpp,client.cc
client.cpp,client.h
client.h,gobject-type.h
client.h,object.h
client.hpp,client.h
client.hpp,client.h
object.cpp,buffer.h
object.cpp,error.h
object.cpp,error.hpp
object.cpp,client.cpp
object.cpp,client.h
object.cpp,client.hpp
object.cpp,object.h
object.cpp,object.hpp
object.cpp,common.h
object.h,buffer.h
object.h,gobject-type.h
object.hpp,client.h
object.hpp,object.h
object.hpp,client.h
object.hpp,common.h
plasma-glib.h,client.h
plasma-glib.h,object.h
plasma-glib.hpp,client.hpp
plasma-glib.hpp,object.hpp
plasma-glib.hpp,plasma-glib.h
iwyu_tool.py,json.py
run_clang_format.py,lintutils.py
run_clang_tidy.py,lintutils.py
run_cpplint.py,lintutils.py
dataset-parquet-scan-example.cc,api.h
dataset-parquet-scan-example.cc,dataset.h
dataset-parquet-scan-example.cc,discovery.h
dataset-parquet-scan-example.cc,file_base.h
dataset-parquet-scan-example.cc,file_parquet.h
dataset-parquet-scan-example.cc,filter.h
dataset-parquet-scan-example.cc,scanner.h
dataset-parquet-scan-example.cc,filesystem.h
dataset-parquet-scan-example.cc,path_util.h
dataset-parquet-scan-example.cc,status.h
row-wise-conversion-example.cc,api.h
row-wise-conversion-example.cc,status.h
encryption-reader-writer-all-crypto-options.cc,file.h
encryption-reader-writer-all-crypto-options.cc,status.h
encryption-reader-writer-all-crypto-options.cc,logging.cc
encryption-reader-writer-all-crypto-options.cc,logging.h
encryption-reader-writer-all-crypto-options.cc,macros.h
encryption-reader-writer-all-crypto-options.cc,reader.h
encryption-reader-writer-all-crypto-options.cc,writer.h
encryption-reader-writer-all-crypto-options.cc,column_reader.cc
encryption-reader-writer-all-crypto-options.cc,encryption.cc
encryption-reader-writer-all-crypto-options.cc,encryption.h
encryption-reader-writer-all-crypto-options.cc,exception.h
encryption-reader-writer-all-crypto-options.cc,file_reader.cc
encryption-reader-writer-all-crypto-options.cc,file_writer.cc
encryption-reader-writer-all-crypto-options.cc,file_writer.h
encryption-reader-writer-all-crypto-options.cc,properties.h
encryption-reader-writer-all-crypto-options.cc,schema.h
encryption-reader-writer-all-crypto-options.cc,types.h
encryption-reader-writer.cc,reader_writer.h
encryption-reader-writer.cc,status.h
encryption-reader-writer.cc,logging.cc
encryption-reader-writer.cc,logging.h
encryption-reader-writer.cc,macros.h
encryption-reader-writer.cc,column_reader.cc
encryption-reader-writer.cc,encryption.cc
encryption-reader-writer.cc,encryption.h
encryption-reader-writer.cc,exception.h
encryption-reader-writer.cc,file_reader.cc
encryption-reader-writer.cc,file_writer.cc
encryption-reader-writer.cc,file_writer.h
encryption-reader-writer.cc,properties.h
encryption-reader-writer.cc,types.h
reader-writer.cc,reader_writer.h
reader-writer.cc,status.h
reader-writer.cc,logging.cc
reader-writer.cc,logging.h
reader-writer.cc,macros.h
reader-writer.cc,exception.h
reader-writer.cc,file_reader.cc
reader-writer.cc,file_writer.cc
reader-writer.cc,file_writer.h
reader-writer.cc,properties.h
reader-writer.cc,types.h
reader-writer2.cc,reader_writer.h
reader-writer2.cc,status.h
reader-writer2.cc,logging.cc
reader-writer2.cc,logging.h
reader-writer2.cc,macros.h
reader-writer2.cc,exception.h
reader-writer2.cc,file_reader.cc
reader-writer2.cc,file_writer.cc
reader-writer2.cc,file_writer.h
reader-writer2.cc,properties.h
reader-writer2.cc,types.h
reader_writer.h,file.h
reader_writer.h,logging.h
reader_writer.h,reader.h
reader_writer.h,writer.h
reader_writer.h,schema.h
reader_writer.h,types.h
reader-writer.cc,api.h
reader-writer.cc,api.h
reader-writer.cc,status.h
reader-writer.cc,reader.h
reader-writer.cc,writer.h
reader-writer.cc,exception.h
stream-reader-writer.cc,file.h
stream-reader-writer.cc,status.h
stream-reader-writer.cc,exception.h
stream-reader-writer.cc,file_reader.cc
stream-reader-writer.cc,properties.h
stream-reader-writer.cc,schema.h
stream-reader-writer.cc,stream_reader.h
stream-reader-writer.cc,stream_writer.h
adapter.cc,adapter.h
adapter.cc,adapter_util.h
adapter.cc,buffer.h
adapter.cc,builder.h
adapter.cc,interfaces.h
adapter.cc,memory_pool.h
adapter.cc,record_batch.h
adapter.cc,result.h
adapter.cc,status.cc
adapter.cc,status.h
adapter.cc,table.h
adapter.cc,table_builder.h
adapter.cc,type.h
adapter.cc,type_traits.h
adapter.cc,bit_util.h
adapter.cc,checked_cast.h
adapter.cc,decimal.h
adapter.cc,key_value_metadata.h
adapter.cc,macros.h
adapter.cc,range.h
adapter.cc,visibility.h
adapter.h,interfaces.h
adapter.h,memory_pool.h
adapter.h,record_batch.h
adapter.h,status.h
adapter.h,type.h
adapter.h,visibility.h
adapter_test.cc,adapter.h
adapter_test.cc,array.h
adapter_test.cc,api.h
adapter_test.cc,status.h
adapter_util.cc,adapter_util.h
adapter_util.cc,builder_base.h
adapter_util.cc,builder.h
adapter_util.cc,status.h
adapter_util.cc,type_fwd.h
adapter_util.cc,checked_cast.h
adapter_util.cc,decimal.h
adapter_util.cc,range.h
adapter_util.h,builder_base.h
adapter_util.h,status.h
convert.h,status.h
convert.h,type.h
api.h,array.h
api.h,concatenate.h
api.h,buffer.h
api.h,builder.h
api.h,compare.h
api.h,extension_type.h
api.h,memory_pool.h
api.h,pretty_print.h
api.h,record_batch.h
api.h,result.h
api.h,status.h
api.h,table.h
api.h,table_builder.h
api.h,tensor.h
api.h,type.h
api.h,key_value_metadata.h
api.h,visitor.h
array.h,array_base.h
array.h,array_binary.h
array.h,array_decimal.h
array.h,array_dict.h
array.h,array_nested.h
array.h,array_primitive.h
array.h,data.h
array.h,util.h
array_base.cc,array_base.h
array_base.cc,array_binary.h
array_base.cc,array_dict.h
array_base.cc,array_nested.h
array_base.cc,array_primitive.h
array_base.cc,util.h
array_base.cc,validate.h
array_base.cc,buffer.h
array_base.cc,compare.h
array_base.cc,pretty_print.h
array_base.cc,result.h
array_base.cc,scalar.h
array_base.cc,status.cc
array_base.cc,status.h
array_base.cc,type.h
array_base.cc,type_fwd.h
array_base.cc,type_traits.h
array_base.cc,logging.cc
array_base.cc,logging.h
array_base.cc,visitor.h
array_base.cc,visitor_inline.h
array_base.cc,flatbuffers.h
array_base.h,data.h
array_base.h,buffer.h
array_base.h,compare.h
array_base.h,result.h
array_base.h,status.h
array_base.h,type.h
array_base.h,bit_util.h
array_base.h,macros.h
array_base.h,visibility.h
array_base.h,visitor.h
array_binary.cc,array_base.h
array_binary.cc,array_binary.h
array_binary.cc,type.h
array_binary.cc,checked_cast.h
array_binary.cc,logging.cc
array_binary.cc,logging.h
array_binary.h,array_base.h
array_binary.h,data.h
array_binary.h,buffer.h
array_binary.h,type.h
array_binary.h,checked_cast.h
array_binary.h,macros.h
array_binary.h,string_view.h
array_binary.h,visibility.h
array_binary_test.cc,array.h
array_binary_test.cc,buffer.h
array_binary_test.cc,builder.h
array_binary_test.cc,memory_pool.h
array_binary_test.cc,status.cc
array_binary_test.cc,status.h
array_binary_test.cc,gtest_common.h
array_binary_test.cc,gtest_compat.h
array_binary_test.cc,gtest_util.cc
array_binary_test.cc,gtest_util.h
array_binary_test.cc,type.h
array_binary_test.cc,type_traits.h
array_binary_test.cc,bit_util.h
array_binary_test.cc,checked_cast.h
array_binary_test.cc,macros.h
array_binary_test.cc,string_view.h
array_binary_test.cc,visitor_inline.h
array_binary_test.cc,test_util.h
array_decimal.cc,array_binary.h
array_decimal.cc,array_decimal.h
array_decimal.cc,data.h
array_decimal.cc,type.h
array_decimal.cc,checked_cast.h
array_decimal.cc,decimal.h
array_decimal.cc,logging.cc
array_decimal.cc,logging.h
array_decimal.h,array_binary.h
array_decimal.h,data.h
array_decimal.h,type.h
array_decimal.h,visibility.h
array_dict.cc,array_dict.h
array_dict.cc,array_primitive.h
array_dict.cc,data.h
array_dict.cc,dict_internal.h
array_dict.cc,util.h
array_dict.cc,buffer.h
array_dict.cc,result.h
array_dict.cc,status.h
array_dict.cc,util.h
array_dict.cc,type.h
array_dict.cc,type_traits.h
array_dict.cc,bit_util.h
array_dict.cc,checked_cast.h
array_dict.cc,int_util.h
array_dict.cc,logging.cc
array_dict.cc,logging.h
array_dict.cc,visitor_inline.h
array_dict.cc,flatbuffers.h
array_dict.cc,npy_common.h
array_dict.h,array_base.h
array_dict.h,data.h
array_dict.h,result.h
array_dict.h,status.h
array_dict.h,type.h
array_dict.h,macros.h
array_dict.h,visibility.h
array_dict_test.cc,array.h
array_dict_test.cc,builder.h
array_dict_test.cc,memory_pool.h
array_dict_test.cc,scalar.h
array_dict_test.cc,status.cc
array_dict_test.cc,status.h
array_dict_test.cc,gtest_common.h
array_dict_test.cc,gtest_compat.h
array_dict_test.cc,gtest_util.cc
array_dict_test.cc,gtest_util.h
array_dict_test.cc,util.h
array_dict_test.cc,type.h
array_dict_test.cc,checked_cast.h
array_dict_test.cc,decimal.h
array_dict_test.cc,arrow_reader_writer_test.cc
array_dict_test.cc,stream_reader.cc
array_list_test.cc,array.h
array_list_test.cc,buffer.h
array_list_test.cc,builder.h
