release,addedLOC,deletedLOC,churnLOC,entropy,changeAge,changedFiles,contributors,developerExp,maxPreviousBug,maxPreviousCrossLangBug,crossLang
0,9,8,17,0,0,1,2,1959,0,0,False
0,44.3333333333333,50.6666666666667,95,1.89189500798245,217.333333333333,3,1.66666666666667,1958,0,0,False
0,5,2,7,0,-1,1,1,1957,0,0,False
0,27,19,46,0,0,1,10,108,0,0,False
0,14.5,18,32.5,1.5337278512785,-3.5,2,8.5,751,0,0,False
0,15.5,0.5,16,1.02581638420766,-4,2,7,750,0,0,False
0,23.5,17,40.5,2.68795962879607,-6,2,3.5,749,0,0,False
0,28.2,2.4,30.6,4.68269902018958,4.4,5,4.2,748,0,0,False
0,2,2,4,0,-13,1,11,1015,0,0,False
0,354,86.6,440.6,3.76505516831346,31,5,3,1014,0,0,False
0,1,1,2,5.88264304936184,25.0677966101695,59,25.3050847457627,139,0,0,False
0,1,1,2,0,0,1,18,138,0,0,False
0,31.5593220338983,0.169491525423729,31.728813559322,5.96630754972087,25.0508474576271,59,25.3050847457627,137,0,0,False
0,709,1,710,0,-2,1,18,136,0,0,False
0,2,0.75,2.75,2.06319099345701,-2.5,4,2.5,993,0,0,False
0,6,0,6,1.85524669140251,-3,2,15,992,0,0,False
0,9.4,2.2,11.6,2.36415439116165,8.4,5,4.4,1013,0,0,False
0,19,26.5,45.5,1.6769055913127,0,2,1,991,0,0,False
0,3.55555555555556,7.33333333333333,10.8888888888889,4.46583762157247,203.555555555556,9,10.2222222222222,990,0,0,False
0,2,4,6,2,620.25,4,3,989,0,0,False
0,205.611111111111,204.277777777778,409.888888888889,10.4277327796595,556.777777777778,36,8.13888888888889,988,0,0,False
0,11.8529411764706,0,11.8529411764706,7.723359375633,439.029411764706,34,8.5,719,0,0,False
0,7.5,2.5,10,1,113,2,10,718,0,0,False
0,2.5,0,2.5,1.32192809488736,0,2,4,107,0,0,False
0,3,2.5,5.5,1.37446911791614,69,2,5,106,0,0,False
0,3,2,5,0,0,1,9,105,0,0,False
0,8,7,15,2.47790009804473,66,2,5,104,0,0,False
0,5.1,8.3,13.4,3.79173474498039,315.4,10,4.1,1012,0,0,False
0,4,2,6,1.64160416786859,0,3,0.666666666666667,747,0,0,False
0,8.66666666666667,0.333333333333333,9,3.25867418158015,12.6666666666667,6,2.83333333333333,746,0,0,False
0,2,1,3,0,431,1,6,717,0,0,False
0,9,6.5,15.5,1.13951800034707,0,2,0,653,0,0,False
0,4.61538461538462,3.92307692307692,8.53846153846154,4.64078752385273,179.846153846154,13,6.15384615384615,135,0,0,False
0,3,8,11,1.0557541576085,10.5,2,1.5,134,0,0,False
0,7.5,3,10.5,1.23135337533508,0,2,0,103,0,0,False
0,10.5,2.16666666666667,12.6666666666667,2.86099820820763,141.333333333333,6,7,1011,0,0,False
0,194.9375,0.4375,195.375,5.82056721905341,0,16,0.4375,102,0,0,False
0,2,1,3,0,97,1,5,101,0,0,False
0,3,1,4,1.04655470219574,1044.5,2,2.5,100,0,0,False
0,13.2,7.4,20.6,2.53445074920597,5.6,5,0.8,415,0,0,False
0,122.5,438,560.5,3.12694023997292,3,4,2.75,745,0,0,False
0,4,1,5,0,0,1,2,1010,0,0,False
0,2,2,4,0,0,1,1,414,0,0,False
0,7,1,8,0,7,1,2,987,0,0,False
0,35,17,52,0,2,1,2,1009,0,0,False
0,17,0.6,17.6,4.28168296885765,272,5,1.4,413,0,0,False
0,0,7,7,2.89984203195652,18.2,5,5.6,744,0,0,False
0,8,11,19,0,5,1,44,99,0,0,False
0,5.5,0.5,6,1.42399845327748,98,2,2,987,0,0,False
0,3,5,8,0,665,1,2,98,0,0,False
0,4,4,8,0,6,1,4,743,0,0,False
0,1.66666666666667,18.6666666666667,20.3333333333333,1.67165223249891,469.333333333333,3,5.33333333333333,1008,0,0,False
0,29.7692307692308,10.6153846153846,40.3846153846154,5.93291088142764,22.8461538461538,13,3.15384615384615,133,0,0,False
0,2,6,8,0,0,1,3,1956,0,0,False
0,10,0,10,0,0,1,0,1955,0,0,False
0,1,1,2,0,0,1,3,1954,0,0,False
0,11,10,21,0,0,1,3,1953,0,0,False
0,3,3,6,0,12,1,2,1952,0,0,False
0,11.6666666666667,3.66666666666667,15.3333333333333,1.85175693859478,40,3,12.3333333333333,1007,0,0,False
0,2,2,4,0,26,1,1,986,0,0,False
0,15.2608695652174,3.8695652173913,19.1304347826087,5.78301956445327,32,23,2.56521739130435,111,0,0,False
0,4.57142857142857,0,4.57142857142857,3.49275045923097,11.5714285714286,7,7.71428571428571,985,0,0,False
0,6.5,0.833333333333333,7.33333333333333,3.03672374935594,28.8333333333333,6,0.166666666666667,984,0,0,False
0,1.5,1,2.5,1.02944684452678,2.5,2,10.5,742,0,0,False
0,23.75,1.5,25.25,2.19298520691903,13.5,4,6,741,0,0,False
0,5,1.5,6.5,3.26342605876078,142.166666666667,6,2.5,983,0,0,False
0,46.5227272727273,5.40909090909091,51.9318181818182,6.72530263311892,38.0909090909091,44,2.15909090909091,110,0,0,False
0,9,5.5,14.5,3.81046352963878,197.5,8,11.75,1,0,0,False
0,0,3,3,0,0,1,43,986,0,0,False
0,1,3,4,0,12,1,1,985,0,0,False
0,5,4.66666666666667,9.66666666666667,2.10867182397971,7.66666666666667,3,16,984,0,0,False
0,10.3333333333333,0.666666666666667,11,1.98858807074787,10.3333333333333,3,16,983,0,0,False
0,14.7142857142857,7.71428571428571,22.4285714285714,4.51843966785269,144,7,3.42857142857143,412,0,0,False
0,4.5,0.5,5,1.32192809488736,431.5,2,4,1006,0,0,False
0,5,0,5,0,0,1,0,132,0,0,False
0,8.5,2.66666666666667,11.1666666666667,3.38756101813949,38.6666666666667,6,3,131,0,0,False
0,0,7.5,7.5,1.00321313457972,0,2,0,130,0,0,False
0,10,0,10,4.90689059560852,67,30,18,1951,0,0,False
0,0,7,7,0,332,1,1,1950,0,0,False
0,269,0,269,0,0,1,0,97,0,0,False
0,2,2,4,4.90689059560852,612.233333333333,30,3.06666666666667,1949,0,0,False
0,60,60,120,0,245,1,7,1948,0,0,False
0,7,2,9,2.12619358081714,25,2,0.5,982,0,0,False
0,22,0,22,0,158,1,24,0,0,0,False
0,1,1,2,0,709,1,3,652,0,0,False
0,15.5,5,20.5,1.75282532180361,7,2,2.5,981,0,0,False
0,2,2,4,0,0,1,2,980,0,0,False
0,0,9,9,0,0,1,2,979,0,0,False
0,4,4,8,1,199,2,0.5,0,0,0,False
0,3,1,4,0,0,1,0,129,0,0,False
0,5,1,6,0,0,1,0,1005,0,0,False
0,6.5,0,6.5,1.11547721741994,339.5,2,1,1004,0,0,False
0,0.5,27.5,28,2.15091344441543,7,2,2.5,978,0,0,False
0,14.3333333333333,9,23.3333333333333,2.54265362253769,6.33333333333333,3,1.66666666666667,977,0,0,False
0,27,5,32,0,-2,1,2,976,0,0,False
0,48.3333333333333,14.5,62.8333333333333,4.34534495279268,224,6,3,975,0,0,False
0,3.06896551724138,0,3.06896551724138,4.86535832354986,58.1379310344828,29,31.8275862068965,740,0,0,False
0,108,0,108,0,0,1,18,739,0,0,False
0,2,2,4,0,0,1,1,1947,0,0,False
0,9,8,17,0,653,1,1,1946,0,0,False
0,44.3333333333333,50.6666666666667,95,1.89189500798245,991,3,1.33333333333333,1945,0,0,False
0,5,2,7,0,0,1,0,1944,0,0,False
0,27,19,46,0,66,1,10,96,0,0,False
0,14.5,18,32.5,1.5337278512785,426,2,8,738,0,0,False
0,15.5,0.5,16,1.02581638420766,400.5,2,6.5,737,0,0,False
0,23.5,17,40.5,2.68795962879607,242.5,2,3,736,0,0,False
0,28.2,2.4,30.6,4.68269902018958,108.4,5,3.8,735,0,0,False
0,2,2,4,0,0,1,11,1003,0,0,False
0,354,86.6,440.6,3.76505516831346,56,5,2.4,1002,0,0,False
0,1,1,2,5.88264304936184,59.135593220339,59,24.7966101694915,128,0,0,False
0,1,1,2,0,0,1,18,127,0,0,False
0,31.5593220338983,0.169491525423729,31.728813559322,5.96630754972087,60.1694915254237,59,24.7966101694915,126,0,0,False
0,709,1,710,0,13,1,18,125,0,0,False
0,2,0.75,2.75,2.06319099345701,9.25,4,2.25,982,0,0,False
0,6,0,6,1.85524669140251,364,2,14,981,0,0,False
0,9.4,2.2,11.6,2.36415439116165,14.4,5,4.2,1001,0,0,False
0,19,26.5,45.5,1.6769055913127,0,2,0,980,0,0,False
0,3.55555555555556,7.33333333333333,10.8888888888889,4.46583762157247,205,9,10.2222222222222,979,0,0,False
0,2,4,6,2,623.5,4,3,978,0,0,False
0,205.611111111111,204.277777777778,409.888888888889,10.4277327796595,557.138888888889,36,8.13888888888889,977,0,0,False
0,0,0,0.010416666666667,0,6,96,0.5,976,0,0,False
0,11.8529411764706,0,11.8529411764706,7.723359375633,440.117647058824,34,8.5,716,0,0,False
0,7.5,2.5,10,1,136,2,10,715,0,0,False
0,2.5,0,2.5,1.32192809488736,160.5,2,3,95,0,0,False
0,3,2.5,5.5,1.37446911791614,69,2,5,94,0,0,False
0,3,2,5,0,0,1,9,93,0,0,False
0,8,7,15,2.47790009804473,112,2,5,92,0,0,False
0,5.25,3.25,8.5,2.36375840042335,2,4,1.25,974,0,0,False
0,1,1,2,0,2,1,1,973,0,0,False
0,10,7,17,0,29,1,5,714,0,0,False
0,7,0,7,1.06142837389277,7.5,2,2.5,972,0,0,False
0,4.66666666666667,1,5.66666666666667,2.48501120056447,162.333333333333,3,24.6666666666667,971,0,0,False
0,15,0,15,0,8,1,48,1000,0,0,False
0,6.2,2.6,8.8,2.39057243705413,260.8,5,5.8,999,0,0,False
0,44,0,44,0,0,1,6,713,0,0,False
0,15,2,17,0,298,1,1,712,0,0,False
0,7.5,21,28.5,1.1541140118557,154.5,2,3.5,711,0,0,False
0,9,10,19,0,0,1,5,710,0,0,False
0,21,21,42,0,1559,1,4,709,0,0,False
0,4,6,10,0,7,1,16,708,0,0,False
0,0,5,5,0,610,1,2,707,0,0,False
0,53.25,11.25,64.5,2.64753245099024,4.75,4,0.5,998,0,0,False
0,3.5,7.5,11,1.54298661155493,158,2,1.5,997,0,0,False
0,17,9.66666666666667,26.6666666666667,4.92686014696944,245.25,12,5.75,706,0,0,False
0,1,1,2,0,82,1,1,705,0,0,False
0,14,9.66666666666667,23.6666666666667,2.0189746452451,396.666666666667,3,1,970,0,0,False
0,11,12,23,0,359,1,3,704,0,0,False
0,22,10,32,4.27629555917301,0.5,4,1,996,0,0,False
0,5.5,1.5,7,1.01487367169703,-7.5,2,5.5,703,0,0,False
0,10.5,0,10.5,1.04209756370821,0,2,1.5,734,0,0,False
0,2,2,4,0,39,1,14,91,0,0,False
0,7,7.5,14.5,1.40453569732331,0,2,2.5,975,0,0,False
0,2,0.666666666666667,2.66666666666667,1.61002499951923,3,3,1.33333333333333,974,0,0,False
0,23.8947368421053,2.78947368421053,26.6842105263158,5.94904415356198,109.631578947368,19,8.21052631578947,973,1185,0,False
0,8.22222222222222,0.888888888888889,9.11111111111111,4.32558396244592,198.777777777778,9,10.2222222222222,972,0,0,False
0,4,0,4,2,649.25,4,3,971,0,0,False
0,193.625,192.625,386.25,9.52148021706125,544.395833333333,48,6.85416666666667,970,0,0,False
0,0,0,0.020833333333333,0,0,48,0,969,0,0,False
0,4.58333333333333,3.89583333333333,8.47916666666667,6.51621271637311,695.8125,48,4.35416666666667,651,0,0,False
0,14.5,2.16666666666667,16.6666666666667,3.38887485067773,79.5,6,1.5,995,0,0,False
0,1.5,1.25,2.75,2.23270896973517,0,4,4.5,733,0,0,False
0,6,0.125,6.125,3.79950978914974,2.625,8,4.375,732,0,0,False
0,0,7,7,0,2,1,16,702,0,0,False
0,1,0,1,0,6,1,2,701,0,0,False
0,109,8,117,0,0,1,0,994,0,0,False
0,1.5,3,4.5,1.26624754041351,2,2,11.5,700,0,0,False
0,2,1,3,0,5,1,2,969,0,0,False
0,6,0,6,0,41,1,18,731,0,0,False
0,1.33333333333333,0.666666666666667,2,1.58496250072116,43,3,16.3333333333333,730,0,0,False
0,2.86666666666667,4.4,7.26666666666667,4.8715389476327,39.0666666666667,15,9.33333333333333,729,0,0,False
0,12.3684210526316,0.31578947368421,12.6842105263158,4.88072010464608,48.421052631579,19,1.89473684210526,728,0,0,False
0,11.1538461538462,0.769230769230769,11.9230769230769,4.07757941146306,78.3076923076923,13,3.30769230769231,727,317,89,True
0,16.3333333333333,0.25,16.5833333333333,4.5697547752247,91.8333333333333,12,14,726,1184,184,True
0,40.8888888888889,31.8888888888889,72.7777777777778,3.80045965374144,53.3333333333333,9,2.33333333333333,411,0,0,False
0,0,2,2,0,965,1,1,699,0,0,False
0,17,20,37,0,17,1,20,968,0,0,False
0,22.6,12.8,35.4,5.15798549348054,20.9,10,7.4,968,1183,0,False
0,41.3333333333333,41.5,82.8333333333333,4.96068640164997,2.33333333333333,6,5.66666666666667,993,0,0,False
0,16.3076923076923,4.92307692307692,21.2307692307692,4.16072535759786,206,13,3.30769230769231,992,0,0,False
0,22,22,44,0,1789,1,3,698,0,0,False
0,9.71428571428571,9.71428571428571,19.4285714285714,4.23059691473085,684.428571428571,7,8,697,0,0,False
0,0,42,42,0,276,1,12,696,0,0,False
0,2.16216216216216,1.89189189189189,4.05405405405405,5.61432985700366,392.027027027027,37,4.5945945945946,695,0,0,False
0,54.6712328767123,30.7945205479452,85.4657534246575,7.69485819766141,62.2465753424658,73,2.95890410958904,124,1182,0,False
0,1,1,2,0,333,1,7,109,0,0,False
0,21.4,0.6,22,3.44825366699804,12.6,5,1.8,991,0,0,False
0,6.5,4.5,11,3.72461612414139,16.875,8,3,990,0,0,False
0,0,1,1,0,0,1,11,90,0,0,False
0,3.5,0,3.5,1.01487367169703,132,2,11,89,0,0,False
0,89.2,2.2,91.4,3.68977774347569,17,5,9.6,989,0,0,False
0,19,22,41,0,146,1,1,988,0,0,False
0,164,4,168,0,2,1,1,967,0,0,False
0,11.5,6.83333333333333,18.3333333333333,2.96097543885879,193.166666666667,6,3.16666666666667,966,0,0,False
0,10.8333333333333,2.16666666666667,13,3.2665706839282,4.66666666666667,6,9,965,0,0,False
0,46.7142857142857,0,46.7142857142857,4.40962021995951,202.142857142857,7,1.42857142857143,964,32,0,False
0,3,1,4,1.5963225389712,0,2,1.5,1943,0,0,False
0,2,0,2,0,65,1,4,987,0,0,False
0,1.75,1.5,3.25,2.5541990929608,0,4,0,410,0,0,False
0,52,8,60,0,137,1,8,694,0,0,False
0,57.3684210526316,50.5789473684211,107.947368421053,5.82089996684184,26.0526315789474,19,1.42105263157895,409,90,0,False
0,6,1.5,7.5,2.59968592298455,50.25,4,3.25,1942,0,0,False
0,12,0,12,0,0,1,1,986,0,0,False
0,0,6,6,0,78,1,7,693,0,0,False
0,18.25,5.625,23.875,3.32507087041029,137.625,8,0.875,985,0,0,False
0,22,7,29,0,663,1,1,984,0,0,False
0,0,4,4,0,145,1,3,692,0,0,False
0,3.75,1.25,5,2.60433691499151,1.25,4,5,983,0,0,False
0,18,2,20,0,0,1,0,982,0,0,False
0,12.5,0,12.5,1.22741118269235,4,2,1,967,0,0,False
0,15,3.5,18.5,1.43987396007493,9,2,0.5,691,0,0,False
1,2.75,2,4.75,2.20544626308301,527.25,4,5.75,690,0,0,False
1,5,5,10,0,1239,1,4,689,0,0,False
1,14.5714285714286,4,18.5714285714286,3.48275991085818,724.428571428571,7,5.42857142857143,688,87,0,False
0,22.6470588235294,0,22.6470588235294,4.65877804013683,31.4117647058824,17,1.05882352941176,0,0,0,False
0,4,3,7,1.01487367169703,107,2,2,687,0,0,False
0,34.5,6.25,40.75,2.17689576776192,53,4,3,686,88,0,False
0,21.25,17,38.25,3.74680199774423,0.5,4,1.25,981,0,0,False
0,0.8,1.9,2.7,3.46419844260262,1045.4,10,1.5,980,0,0,False
0,32.75,14.875,47.625,3.623892691464,10.375,8,3,979,316,0,False
0,15.75,19.5,35.25,4.30828403118663,86,8,3.375,978,0,0,False
0,26.6923076923077,1.76923076923077,28.4615384615385,4.60647152435829,9,13,3,977,0,0,False
0,1.6,23.6,25.2,3.34984967144426,71.6,5,4.6,976,0,0,False
0,39.6,61.6,101.2,3.7310839963667,744.6,5,5.4,975,0,0,False
0,2.0625,2.1875,4.25,4.37544300232667,76.875,16,0.5,408,0,0,False
0,21.8,19,40.8,4.81560511677208,131.4,5,4,407,0,0,False
0,3.41176470588235,6.47058823529412,9.88235294117647,4.46471409801944,162.117647058824,17,1.41176470588235,406,25,0,False
0,1,0,1,0,0,1,0,966,0,0,False
0,2.66666666666667,5.66666666666667,8.33333333333333,2.1465718243315,-0.333333333333333,3,3.66666666666667,685,0,0,False
0,2,0,2,0,25,1,2,88,0,0,False
0,2,1,3,0,22,1,2,87,0,0,False
0,1,5,6,0,0,1,12,1941,0,0,False
0,6,3,9,0,62,1,12,1940,0,0,False
0,29,1,30,0,1535,1,1,684,0,0,False
0,10,3.5,13.5,1.93295940727611,132.5,2,4.5,683,0,0,False
0,32,0,32,0,19,1,6,682,0,0,False
0,3,3,6,1.42399845327748,105,2,3,681,0,0,False
1,13.5714285714286,1.28571428571429,14.8571428571429,3.36041975758247,407.714285714286,7,5,680,71,0,False
0,3,1,4,0,0,1,0,679,0,0,False
0,1.5,1.5,3,1.08496250072116,13.5,2,14,974,0,0,False
0,5,4,9,0,165,1,2,973,0,0,False
0,2.75,2.25,5,3.62008936437296,239.75,8,4.375,1939,0,0,False
1,2.5,3,5.5,2.40222694601333,296.75,4,3.5,678,0,0,False
1,28,5.6,33.6,3.26510013183064,223.4,5,2.8,677,58,0,False
0,18.3333333333333,11.3333333333333,29.6666666666667,2.24167586917788,19,3,2,965,0,0,False
0,19.5714285714286,0.428571428571429,20,3.72095924738311,144.285714285714,7,14.4285714285714,964,1181,0,False
0,2.375,2.75,5.125,3.20678967786861,287.625,8,4.25,1938,0,0,False
0,13,0,13,0,91,1,3,1937,0,0,False
0,9.625,6.75,16.375,3.43277783756722,289.5,8,4.25,1936,39,0,False
0,24,4,28,2.53010131719786,3,4,10.25,108,0,0,False
0,9,0.875,9.875,3.50295425626816,34.375,8,9,107,0,0,False
0,2.75,0.75,3.5,2.16111429687732,6.25,4,2,106,0,0,False
0,0,1,1,0,0,1,2,105,0,0,False
0,0.333333333333333,11,11.3333333333333,2.16034293674212,447.333333333333,3,3.33333333333333,963,0,0,False
0,46,9,55,0,4,1,1,123,0,0,False
0,563.203389830509,588.050847457627,1151.25423728814,11.0842297208483,465.118644067797,59,7.89830508474576,405,0,0,False
0,13,6,19,0,6,1,14,725,0,0,False
0,2,1,3,0,70,1,5,962,0,0,False
0,5.5,1,6.5,1.47072390882244,284,2,2.5,86,0,0,False
0,2,2,4,0,0,1,17,724,0,0,False
0,1,0,1,0,47,1,17,972,0,0,False
0,5,3,8,0,14,1,2,104,0,0,False
0,1,1,2,0,3,1,2,103,0,0,False
0,7,9.5,16.5,1.47975261088597,115,2,17.5,122,0,0,False
0,2,0,2,0,9,1,6,102,0,0,False
0,0,0,0.055555555555556,0,3,18,0.333333333333333,723,0,0,False
0,16,9,25,2.69304191924601,231.333333333333,3,23.6666666666667,963,0,0,False
0,1.6,0.4,2,2.52192809488736,7.4,5,1.4,101,0,0,False
0,3,30,33,0,7,1,2,100,0,0,False
0,4,1,5,0,7,1,2,121,0,0,False
0,1,1,2,0,0,1,0,120,0,0,False
0,1.5,2,3.5,1.14639087461392,0,2,0,961,0,0,False
0,4.84615384615385,1.92307692307692,6.76923076923077,4.14957774848208,81.1538461538462,13,1,99,0,0,False
0,4.66666666666667,3.33333333333333,8,2.69002960967471,6.83333333333333,6,1.16666666666667,98,0,0,False
0,2,4,6,0,69,1,1,119,0,0,False
0,1,1,2,0,28,1,1,118,0,0,False
0,0.5,1,1.5,1.08496250072116,1,2,2.5,722,0,0,False
0,7,6.5,13.5,1.00099018206412,4.5,2,2.5,721,0,0,False
0,3,3,6,0,30,1,1,117,0,0,False
0,24.8888888888889,10.3333333333333,35.2222222222222,4.20114589113714,26.4444444444444,9,5.44444444444444,116,0,0,False
0,1,1,2,0,0,1,3,115,0,0,False
0,69.5,71,140.5,3.57236566430633,312,2,2,960,0,0,False
0,0,8,8,0,1,1,3,97,0,0,False
0,8.75,7.375,16.125,3.72400244940668,60,8,1.125,96,0,0,False
0,3,3,6,0,20,1,4,114,0,0,False
0,0,0.764705882352941,0.764705882352941,3.39632648276213,9.05882352941176,17,0.470588235294118,720,0,0,False
0,3,2,5,0,117,1,4,1935,0,0,False
0,251,249,500,0,49,1,2,1934,0,0,False
0,6.5,0.5,7,1.01487367169703,31,2,1.5,1933,0,0,False
0,1,1,2,1,45,2,6,1932,0,0,False
0,12,9.16666666666667,21.1666666666667,3.88717413994315,191.333333333333,6,2.16666666666667,95,0,0,False
0,582.75,580,1162.75,8.63780424214693,240.75,4,13,404,0,0,False
0,3,4,7,0,0,1,6,719,0,0,False
0,12,6,18,0,12,1,6,718,0,0,False
0,19.7,8.1,27.8,4.70799323364279,30.1,10,1.7,113,23,0,False
0,1,1,2,0,0,1,3,112,0,0,False
0,1.33333333333333,1,2.33333333333333,2.03337889042848,117.666666666667,3,2.33333333333333,94,0,0,False
0,6,6,12,0,901,1,1,111,0,0,False
0,139,148,287,0,56,1,14,971,0,0,False
0,14,0.75,14.75,2.37957421314781,37.25,4,4.75,970,0,0,False
0,9,2.66666666666667,11.6666666666667,2.21098718289048,134.666666666667,3,1.66666666666667,969,0,0,False
0,6,2,8,2.45751874963942,226.5,4,13.75,968,0,0,False
0,6,2,8,0,17,1,32,93,0,0,False
0,1,0,1,0,13,1,1,403,0,0,False
0,4,4,8,0,132,1,1,717,0,0,False
0,8,0,8,0,5,1,43,962,0,0,False
0,6,3,9,1.66992500144231,12,2,1,959,0,0,False
0,7.33333333333333,7.33333333333333,14.6666666666667,1.99532581104438,0.666666666666667,3,0.666666666666667,110,0,0,False
0,6,1.5,7.5,1.55667073653797,8.5,2,9,109,0,0,False
0,1.66666666666667,1.33333333333333,3,1.72928230314653,11.6666666666667,3,5.33333333333333,716,0,0,False
0,1,1,2,0,64,1,6,92,0,0,False
0,3.14285714285714,1.71428571428571,4.85714285714286,3.47329026719501,4.57142857142857,7,1.14285714285714,91,0,0,False
0,5.5,3,8.5,1.06526578157111,11,2,1,90,0,0,False
0,3.75,4.25,8,2.43565303932684,62.25,4,10,89,0,0,False
0,0.863636363636364,0.409090909090909,1.27272727272727,4.32272864488615,18.5454545454545,22,0.363636363636364,715,0,0,False
0,4,3,7,0,2,1,2,714,0,0,False
0,5.7,3.4,9.1,4.01829037086879,10.3,10,0.5,958,0,0,False
0,31.5,15,46.5,3.46768184043236,10.75,4,1.5,967,0,0,False
0,5,0,5,0,14,1,1,88,2,0,False
0,3,5,8,0,3,1,1,87,0,0,False
